CodigoInternoPuntoDescarga,LatitudPuntoDescarga,LongitudPuntoDescarga
91027_04WI,50.8008,7.1953
100582571,39.4029,-3.2221
100576537,40.0391,-6.139
89799FLE,45.4809,10.1488
10411CU,41.4012,-4.3118
100586442,41.5175,2.2001
92357_04MO,41.5497,2.2647
10411_18BA,41.3962,2.152
100582346,43.3223,-5.7313
100591067,40.6071,-0.091
100589331,43.1638,2.2017
11434_01AR,40.3018,-3.4632
100591019,36.6374,-6.3465
100580187,42.2068,-8.6627
100555285,42.594,-4.332
10411ALA,42.6598,-4.309
100590327,36.6938,-4.4934
20061E28,40.2018,-3.676
100590335,38.0328,-1.1885
13637,50.8791,2.8788
91358_13BI,50.9023,8.5363
100575000,41.71,1.8496
100590820,37.1921,-2.4378
100591131,39.6263,3.064
100591127,37.9471,-1.3407
100532721,43.1814,-2.6541
100591117,42.3761,-6.8775
25047513-RUTA1-20,41.3664,2.1646
80226FR1,49.2866,2.5058
91358_14TW,52.6307,7.0558
100581266,37.5745,-0.93
100591128,27.8645,-15.4154
91199_19HA,52.0224,8.5349
100539056,42.8592,-2.6628
100591165,38.7159,-0.9552
88869AE,39.8433,-8.7097
11103_00CA,41.1089,1.1458
100591115,41.4576,-8.4949
25048016-RUTA1-20,41.3664,2.1646
10285_01SA,41.5566,2.1841
100591150,39.6606,-0.5279
100591159,43.0342,-2.4147
100591033,28.5007,-17.8268
100577700,41.6615,-0.7666
83913_06GR,43.6276,6.9393
100568495,43.2106,-8.6921
100573297,42.0524,3.1957
25047169-RUTA1-20,42.5233,2.8122
25047171-RUTA1-20,42.5233,2.8122
25047168-RUTA1-20,42.5233,2.8122
100586178,42.0004,1.5045
25047170-RUTA1-20,42.5233,2.8122
100591160,43.0,-8.3799
90530_00LE,43.7014,6.9894
100585971,39.9128,-2.1234
91774_00MA,46.8288,21.6773
100591195,39.9126,-2.1228
88175_01BE,45.267,4.1155
12725_00BE,39.243,-0.419
100572211,37.3717,-7.1527
100554767,42.6083,-7.7748
100568156,42.4754,-7.2745
100591183,42.0887,-0.1172
100591207,40.7179,-4.2331
91944,52.2069,11.0407
100582685,43.5288,-1.498
92587_10SE,45.9308,20.0906
13498_01VI,45.1583,9.038
100591235,43.0192,-8.5333
88462,51.2117,-1.452
100544458,39.4735,-0.4932
100591243,41.5466,2.2501
100591246,40.6895,-5.6525
100591106,28.4587,-16.3004
100591260,43.2339,-8.0158
25051701-RUTA1-20,41.3664,2.1646
25052595-RUTA1-20,42.5233,2.8122
100591044,43.4502,-7.8531
100591215,42.3251,-7.9314
100591271,37.9598,-1.0724
100591255,41.6772,-3.7184
100555342,41.591,2.0926
100501085,41.6518,-0.8811
100566322,42.6533,-5.4656
85865OY,48.8502,4.4956
100591282,39.8769,-4.0757
100574060,39.5262,-5.3654
84888,43.695,-1.046
100525471,43.2457,-8.7361
100576258,28.3342,-16.3701
100591294,39.784,-5.4777
80621_00WI,50.9036,3.3707
11103_00VI,41.1089,1.1458
100521647,39.2792,-2.5888
100559085,41.1426,1.1063
100589837,43.2998,-3.9954
100591325,42.915,-3.587
100591166,37.3634,-2.2411
88869G3,41.6272,-8.1987
100591350,42.9817,-2.2887
12395,41.7445,-0.849
10287,41.392,1.1478
12960_00GL,50.1188,21.9603
25055037-RUTA1-20,41.3664,2.1646
100516697,40.3573,-3.8246
100591351,37.9828,-4.3134
100582902,42.3008,-7.8719
13661,48.1745,12.7302
100572686,40.4705,0.4738
91199_00MU,52.0224,8.5349
100583467,37.8321,-0.7852
100571627,41.4997,2.1416
100541634,40.3765,-3.6365
100516956,40.4562,-3.4636
20613,37.7056,-3.967
100577978,41.4149,-6.4042
100566396,41.7645,-2.5254
100591332,41.7816,-1.9963
25056019-RUTA1-20,41.3664,2.1646
85715_00ZE,52.3635,5.5124
100591313,40.8984,-0.3695
100591360,41.9906,-7.4242
90639_05FF,51.2303,4.3861
90639_04OU,51.2303,4.3861
100564919,37.3074,-6.8711
100590145,38.1726,-1.3866
90865_02ZA,45.6446,9.6949
100591386,40.5055,-5.2529
100591135,4.8694,-0.8061
100591383,39.437,-0.3487
100582625,38.4414,-0.4604
100591382,43.4165,-5.8111
100591230,40.7808,-8.4923
100544173,42.9555,-9.1876
13584_01CA,42.564,-1.3996
10285,41.5863,1.9117
100590502,45.6697,0.205
100591401,42.3371,-1.6431
13217_03SK,46.1731,14.3375
100591397,39.4664,-5.3494
100590590,41.6942,-7.2327
100591406,40.8209,5.5139
83921_12BE,46.2421,5.6294
100591310,48.1052,12.9503
13217_04KO,46.2422,13.5834
100591409,38.8902,-4.0473
C134205,41.1641,1.1711
100579503,37.6871,-0.8357
100591220,42.7492,-8.666
100591413,43.1774,-6.55
83921ZB,45.0585,5.1032
100591390,42.6453,-8.1439
100591385,27.8461,-15.4001
12595_01LF,41.6258,2.2919
100591429,40.5218,-5.6701
100545201,50.4529,2.901
92233,48.7417,2.4308
92189_03EI,52.031,8.5484
10411VEG,42.7517,-1.6356
100591420,37.8172,-4.5643
100516492,40.9547,-5.6854
100567459,37.6623,-8.1799
100591408,42.7266,-7.0217
100542056,43.3611,-0.5755
88869_05SE,38.6055,-9.0823
13668,48.182,17.1646
100532713,42.8648,-2.6651
100591422,38.8739,-9.0581
100591321,40.5669,-6.1287
12873_00SA,41.7844,1.8937
100591465,41.8221,2.7224
100547270,41.9828,-4.4299
12638A,39.2677,-0.4785
100582830,42.3883,-3.5767
100591467,42.0489,-6.6343
100577511,41.1055,1.1224
30152_00CO,38.0705,-1.2205
100591471,42.2036,2.2844
91199_22VE,52.0224,8.5349
87651B,45.9492,12.3164
91358_11HE,49.1332,9.2157
100591486,42.6241,-7.4847
100591464,40.684,-6.3411
90537_00GR,43.6266,6.9405
100591446,39.0184,-1.8906
1328706,51.3388,6.6781
12640C,41.9913,-1.6767
100536937,41.6183,-4.7263
100591316,40.6709,-8.482
100569242,40.2756,-2.9587
100554113,41.5285,-5.5714
100591498,41.7686,-0.8289
100591493,37.595,-4.0764
100591461,40.4645,-5.8881
100552040,43.3709,-1.002
92334AU,45.642,9.3621
100591457,28.96,-13.6437
100591518,41.0212,-0.0988
100591435,43.0503,-2.2791
10411_16GU,41.3962,2.152
100591507,43.1774,-6.55
40262,43.2232,-2.022
100591519,40.4262,-6.2411
92523,41.2873,27.9967
13299_02QU,45.5213,9.2179
100564219,41.656,-0.878
100591440,37.847,-0.8039
100565867,40.6695,-8.6143
100590576,42.9007,-7.6583
89799_07MI,45.5833,9.5762
100590445,38.9269,-6.3884
100576265,41.0926,-5.5027
100590760,40.1116,-3.6239
88602LEY,49.2936,4.3624
13583,44.8654,11.6004
100584522,43.4202,-3.7711
100591520,38.449,-6.384
2801138,50.7102,4.4119
12595_02SA,41.6258,2.2919
100574363,42.4495,-2.3371
100590536,42.698,-8.2466
87555,45.2904,8.5929
12886_01SO,41.9897,1.5452
25063452-RUTA1-20,41.3664,2.1646
200103611,42.2416,-8.728
100591007,42.0342,2.8859
100517266,40.1098,-8.8507
91199_24UB,52.0224,8.5349
89529A,60.5196,24.7314
100591596,38.3318,-4.6359
100581761,42.7604,2.8135
100591487,38.8902,-4.0473
100591469,28.1658,-15.4215
100591591,42.6745,-1.656
12564_01AL,36.1853,-5.4276
100591601,37.7085,-7.1045
100591600,40.5738,-3.1568
100586732,45.4669,4.4393
91199DEK,49.5036,11.4966
13575_00FI,53.3903,-6.2984
91199_24BA,52.0224,8.5349
100590383,41.4813,1.8744
100544476,42.4649,-5.3927
100577415,28.4821,-16.3974
100582592,42.482,-5.5209
100563327,40.1385,-3.6548
100533239,43.1362,-2.4895
100591634,40.3689,-1.145
100574407,36.9967,-1.8965
100591595,43.5653,-5.9288
100586730,43.5305,3.8353
89269_00IL,48.5193,7.7378
89676_14OT,48.1296,7.355
90201_01WO,51.8496,-1.3544
10215_03ES,41.2482,1.7193
100555286,41.5282,-5.3989
13278_00TU,48.1088,18.8928
100591637,40.8984,-0.3695
100590695,42.4417,3.1563
100591614,41.9768,-5.6235
100591613,40.7675,-3.1432
100575937,46.6168,0.3539
100586746,44.284,0.3062
100586747,44.1523,0.6612
100591660,41.5294,-5.5819
100582232,41.1375,-5.4891
100574746,47.5268,-0.6166
100541178,39.2334,-8.7371
86150,48.6997,1.8565
100572052,39.2129,-3.8332
100572668,39.4651,-0.4623
100573479,28.1349,-15.4277
1457,39.3117,-0.4209
100590077,38.8255,-0.5548
100571070,39.4868,-6.4176
100591678,36.6718,-4.5804
100591679,38.2697,-2.9495
87164VI2,45.6496,11.6646
91199_24CE,52.0224,8.5349
25067505-RUTA1-20,42.5233,2.8122
92562,47.5255,7.6921
25067506-RUTA1-20,42.5233,2.8122
25067507-RUTA1-20,42.5233,2.8122
25067508-RUTA1-20,42.5233,2.8122
100591676,42.698,-8.2466
88972_01DI,51.5591,6.7314
100591706,42.6689,-5.6319
100586763,40.1749,-8.5136
100591730,42.1673,-1.692
100564772,39.4084,-8.6152
100587247,48.7486,1.3597
13651_00RA,50.1099,13.7578
100591720,27.968,-15.3923
100590262,28.2916,-16.6291
100591656,42.6868,-6.5453
88869EV,39.536,-8.9815
91540,45.3881,8.7968
81670,44.2193,12.11
10218_00AL,40.8126,0.5214
91086,48.0539,14.1514
100591743,39.39,-3.2239
89390_08VI,49.5042,11.4918
11291,41.7851,-1.2185
13542,43.8735,4.9307
13698,40.4829,-3.9376
92890_04CI,38.2643,-1.4393
82583R,50.4816,3.8978
92461_06HO,52.3203,6.6573
10411_19BU,41.3962,2.152
91199DL,52.2072,8.7101
89390D48,52.2944,7.5519
100546312,37.8291,-1.3688
100591840,38.0432,-3.0909
100591681,40.7859,-2.6199
100591814,45.6657,0.18
100591794,38.8386,-1.8099
92890_05MO,39.5678,-0.4037
100567161,41.5158,2.1233
10335_01GI,41.7902,2.7776
12624_01ES,41.5291,1.8684
100574200,42.4439,-8.0548
88825_00NÖ,48.8393,10.4786
87390,40.932,14.1108
100522532,37.3986,-5.9696
100591886,39.2467,-2.6367
91199_25HE,52.0224,8.5349
92140,40.916,14.4972
100591860,38.7156,-5.2352
100591925,40.6157,-4.6365
90363,53.7374,-0.5169
100591707,41.776,-4.8783
100564918,41.9047,2.8036
100591930,38.1098,-3.0776
100575431,42.3432,-3.6229
90927_06KE,52.099,9.3504
89397_03LI,40.6342,14.8496
13081_00GO,51.8304,4.947
100566237,41.6619,-3.7108
12900,52.4002,4.8301
100590922,36.8522,-2.4307
38459,43.3238,-3.1095
100581266,7.3697,12.3547
100000007,43.3623,-8.4115
88094I23,45.7496,9.2855
100515858,43.1435,-2.958
100525687,28.1064,-16.6792
100573387,28.1566,-15.4214
100591076,44.9051,8.9436
100515787,43.2722,-2.0551
12426TA,41.6762,0.5012
100564639,36.6165,-6.9392
92573,51.0659,13.7487
90590,37.9609,-1.225
100577868,50.0637,5.9836
10411AK,40.1088,-1.2831
13081_00MA,53.1498,6.2663
12886_00VI,42.85,-2.727
100569077,41.2574,-8.5113
88898,53.8071,9.9751
10411GE,43.4471,-2.7853
90201_00BR,51.5038,-2.6752
100591545,28.2345,-16.4936
100522036,43.4626,-8.2404
100591933,36.6061,-5.8004
82965_00FO,40.1785,-8.2656
13268,48.5626,1.0241
13681,42.4337,-2.4559
100591963,28.1424,-15.4287
11442,41.7266,2.5766
100577415,28.4823,-16.3974
92037F47,44.2237,0.6653
100001410,43.2302,-2.8926
100572073,36.4773,-6.1847
100519366,38.1636,-1.1161
13189,51.521,5.6162
100551889,43.2563,-0.8751
88492_CON,47.4189,1.429
100565852,38.659,-27.2085
25078905-RUTA1-20,42.5233,2.8122
100577432,27.7671,-15.5928
100591135,41.9406,-0.7294
100542941,43.2476,-1.9922
120838,48.892,2.178
100553321,40.436,-3.8382
100544676,40.7254,-3.1774
100515837,43.2956,-2.9378
100538017,28.4676,-16.2792
90537FR,43.6463,6.9526
100516154,36.7039,-4.4645
100574880,49.5904,5.073
100569536,28.3342,-16.3701
12866SA,42.2111,2.6059
100532962,43.323,-8.8106
400090_SP,41.5549,2.1833
100591987,41.6854,-1.1256
25053662-RUTA1-20,41.6164,2.2957
90700_01SB,53.711,-1.9091
88618,50.3365,3.5794
13718,38.7732,-0.4278
100589159,41.404,1.0435
100537751,28.4237,-16.2998
88902F09,43.1209,1.6194
91199_01MU,52.0224,8.5349
100515851,42.2647,2.9863
90537F,43.6894,6.9595
91346,43.9744,4.9031
13461_01LO,42.46,-2.4707
91199_03LO,52.193,8.7426
100568001,38.8271,-9.0826
100551900,28.5162,-16.2346
13736,60.3249,5.3654
87611,41.5203,-8.7648
100551898,37.5778,-0.9167
40076B,42.7289,-3.0014
2510264,52.3402,4.8751
13126,50.516,10.7896
100590066,38.0347,-1.1798
100592093,37.539,-1.3698
100592105,39.8584,-0.1442
100592101,36.6718,-4.5804
13284,50.9885,3.7689
100001414,45.6875,4.9048
100518978,43.3461,-3.2099
13526_02EP,41.5389,1.8707
13739,47.5663,19.0959
100540809,40.5733,-7.1959
100581298,39.2062,-3.8289
88570A,48.1784,12.8405
100592116,38.8796,-0.7563
88749,50.9088,12.0765
13526_01ES,41.5533,1.8464
100541572,27.8573,-15.4085
100573015,28.4962,-13.8804
100537802,39.8628,-4.0273
100521343,28.2296,-16.443
86093_01BE,46.2449,5.6371
1457,37.7929,-1.0054
100592120,40.6621,-3.7393
100533225,41.5391,-0.9978
11583,41.0802,1.1581
84482,47.8542,8.9014
92179,51.3877,11.9691
100591033,28.5103,-17.8228
13410,52.394,8.62
12974_01QU,39.5053,-0.3878
83919_00PO,49.3534,0.5119
12426_01OR,41.9859,2.3112
80580_01LA,45.0985,3.4944
84674,50.4673,2.5996
30109_00MU,37.8148,-0.9347
12467_01PU,42.1093,-8.6175
100592156,0.0,0.0
100549484,39.8741,-5.5695
100582750,37.6072,-0.9145
100565495,49.6527,0.6028
100590826,28.3734,-14.0297
100572638,28.4466,-16.295
83194NO2,45.4331,8.7846
100592159,38.2552,-3.1995
100554217,49.8578,7.8856
11604_00PA,41.5566,2.1647
100516079,41.8069,2.7531
100590615,37.4787,-1.6385
87540_03OS,45.7798,9.053
100565220,37.906,-4.8439
100592129,41.9236,-8.6557
13553,41.0997,1.1651
12848,41.8822,2.8655
13340,48.9705,14.4859
100581813,38.9447,-5.7238
13547,45.2751,4.1912
92494,51.8063,-0.0247
100592208,40.8239,-0.2028
100547497,49.2583,0.9826
100567771,37.2742,-1.9989
89723_02AM,45.5439,3.737
100592204,0.0,0.0
100589963,41.0909,-8.5302
100573105,42.2806,-8.609
100533515,28.2916,-16.6291
100576367,40.8446,-1.8865
83921_17AR,46.2421,5.6294
89479,52.5106,-0.7041
100567772,36.9469,-2.4402
30152_01FO,38.0705,-1.2205
100551145,45.3166,5.5988
100592237,37.8406,-3.4795
10411_20AR,41.3962,2.152
13682,41.7462,-8.6925
100588084,37.5766,-0.9214
100563765,41.5495,2.0098
100592278,38.2719,-2.9372
100592229,40.6549,-3.0527
100544675,38.6802,-4.0499
89481,51.7894,9.396
100589163,0.0,0.0
100565867,40.6405,-8.6538
11543_01CA,37.9535,-1.2026
89676_00CO,48.1296,7.355
83921GZ,46.2113,5.5565
11434,40.3018,-3.4632
100591770,28.1082,-15.4557
100586012,39.5439,-1.9026
100539340,38.2512,-2.8884
100538359,37.6339,-0.8727
82586_05GE,53.438,10.3459
1602,40.3989,-3.6838
25093840-RUTA1-20,41.3664,2.1646
100592331,39.945,-2.8271
100591356,28.4613,-16.3005
100569611,38.954,-5.8628
85732,45.5739,10.0185
87328,46.9166,15.48
100549135,39.5149,-2.9033
84052_01LI,53.4845,-1.1792
85047,38.9341,-9.2458
100546402,45.4935,9.2815
80580C,48.959,2.9598
100541551,39.8896,4.2642
100592384,40.3067,0.115
100548146,0.0,0.0
100530913,0.0,0.0
100542805,40.0255,-8.389
100592422,39.3593,-3.4897
81584_00BU,45.7029,9.2351
100519502,28.1349,-15.4286
100592421,39.2112,-3.8336
100587785,40.5308,-3.3484
100533057,28.0426,-15.4121
100524511,43.3496,-8.4246
100592445,38.5412,-0.1234
100569726,47.9903,2.6714
100548721,39.6754,2.8513
100500039,42.0492,-8.6466
100592431,42.0865,-4.7602
100592433,40.3868,-3.9777
1203,41.5208,2.0095
13659,44.4479,11.8088
100592432,42.5687,-4.3245
100519465,36.5376,-6.2887
91817,40.8347,-8.4854
100550830,45.7764,0.176
100592446,39.4449,-2.0404
100532852,38.908,1.4343
100592490,39.2952,-2.7931
100592461,39.9113,-4.8726
100592492,38.2697,-2.9495
13453,49.1123,16.607
90927_02WE,52.099,9.3504
100592495,39.9113,-4.8726
89676_01HE,48.1296,7.355
100592404,42.6174,-6.5915
100565220,37.8983,-4.8215
100530912,27.8098,-17.915
88869EJ,40.7768,-8.5887
100592447,37.9927,-1.2716
13770,61.9355,5.1136
100592007,41.9541,2.2761
100592520,42.8058,-5.6433
100567339,40.3332,-3.4673
100536639,45.6241,9.687
20878_02SA,40.6948,-3.606
11404_00FO,40.7377,-3.1885
100579745,40.8057,0.5215
100539164,38.7715,-9.309
100500890,42.4287,-2.2675
85582,46.5634,5.7568
100518759,41.3455,2.1428
100581800,41.5052,-2.4991
100592516,40.6942,-2.9798
100554365,46.8737,-0.2072
100581266,37.575,-0.9297
13693,41.3115,1.2645
100592522,38.3278,-3.1255
100592518,43.1809,2.7425
100592555,42.6164,-2.8552
200101211,39.9757,0.0166
25099776-RUTA1-20,41.3664,2.1646
89705A,44.8663,10.0616
85329_03AQ,51.1304,7.9246
100001439,41.1384,1.2175
100559228,43.2889,0.0866
100592570,40.6167,-4.6368
100562812,40.1521,-8.8576
100592537,48.122,-1.8273
100592219,40.7686,0.5959
10364_01OU,42.3937,-7.1198
88783_06MI,45.4832,9.197
30109CRIS,37.9688,-1.0754
100582412,42.8513,-7.1656
100592374,48.5407,7.8832
100559228,43.2886,0.1103
336653,41.8302,-0.7652
100586735,45.3479,5.259
C38205,41.6105,0.6707
13765,51.6038,-1.7366
100583600,42.6335,-8.1468
100590652,43.3333,-8.5
100524652,19.2189,-70.5239
100592581,42.5626,-8.8299
100588601,41.3158,-8.649
13778,52.6739,-6.2828
12347IB,41.472,2.0282
100592583,44.5773,2.0747
100586677,44.6264,6.5732
100586683,45.6264,0.1446
100537024,43.5315,1.3685
100546478,38.3711,-4.8452
100573277,42.4819,-5.5173
2291635,51.008,3.7139
100592606,40.282,-6.4091
100540631,41.5149,2.1511
100554223,44.0126,1.3469
92156_00WE,51.0104,3.8596
100592620,40.7464,-3.0323
2964831,43.5586,5.1849
12746_01SA,42.3465,-7.8009
100517388,42.9469,-2.9003
13287_00AI,49.9655,1.9362
100533533,42.5797,-1.2864
84623_00ME,49.3669,2.7444
89676_00CA,48.1296,7.355
100566343,28.1088,-15.4592
100581478,47.9366,0.1095
100567614,28.4845,-16.3434
90392,50.8587,3.4009
91719,49.3568,0.5177
100531724,39.4784,-0.4525
12506_00PA,42.5729,-6.7742
100532980,43.2515,-2.0224
100592650,40.3075,-6.4823
1803,41.1733,1.2251
100592219,40.8126,0.5214
100592604,42.4167,-6.9831
81555,47.9973,2.7363
83921_17PO,46.2421,5.6294
100568859,40.887,-8.6227
10113EB,41.1565,1.2092
83913H,43.6176,7.0028
13569_01VI,38.6335,-0.9276
100540377,41.127,-7.7342
92098_01DI,49.923,1.0775
10411AG,36.8787,-2.3377
89867_05RO,43.4679,5.6163
100592663,38.7914,-6.2701
12955,43.5936,10.9868
10411_22NO,41.3962,2.152
100537976,28.123,-15.4048
100592599,45.1708,10.6748
89867_07SA,45.0576,5.2577
100592656,41.6776,-3.7184
100592612,37.846,-0.8048
13739_02KI,47.1711,18.9983
200101511,43.3624,-8.3896
100590521,43.3513,-1.7855
100590336,42.7951,-8.1683
13644_01JO,62.6288,29.7998
100583995,39.8728,-5.5654
100540361,40.1241,-8.5185
88825_00NO,48.8651,10.5196
100590280,41.4732,1.8802
100516880,40.2619,-3.8158
92349,46.3262,4.885
13448_01TA,39.9599,-4.9348
100552115,42.8427,-2.7592
100576784,40.3363,-3.8098
88783_01VA,41.0771,14.4202
100592693,42.3432,0.8711
100592725,39.887,-5.5657
88902NEO,48.4866,-2.6805
100592718,37.0553,-5.5371
100592747,40.0453,-3.6891
10411EGA,42.654,-8.8807
100589708,45.3323,9.3914
100581266,37.5778,-0.9167
100592565,42.824,-1.5599
100566384,39.0244,-7.2486
10248_01VI,41.7407,-0.8469
100586689,44.8569,-0.6764
100585177,51.8062,4.6093
100581906,41.5129,-5.6376
88783_02IN,45.4832,9.197
13821_00MI,45.6543,9.1048
100518787,41.4679,2.245
100500892,43.1685,-2.3275
100001225,40.909,-4.105
100592759,40.1883,-3.8025
10411DER,43.2119,-2.8733
100590785,36.5294,-6.29
100580215,41.7599,-2.5359
100592722,40.1767,-6.7771
92052MAR,56.8821,23.9931
83921_00NE,46.2421,5.6294
12564_02AL,38.6903,-0.4944
100580720,43.5497,-7.2886
100592795,39.9659,-6.0074
30109_05SI,38.6125,-0.5885
100592750,42.8646,-2.6616
100560653,40.7395,-4.4674
91258_01NO,53.4997,8.4941
100592820,39.178,-6.1525
100500039,43.3623,-8.4115
90256A,50.8029,9.9983
100517316,41.1076,1.2037
1225,38.0777,-3.0076
100592727,45.4521,8.8913
10411_12SV,41.3962,2.152
12564_03PI,39.3545,-0.4741
10215_04AB,41.5175,1.9018
13383_02SG,45.4007,11.0283
100566265,40.8185,-2.8103
100592815,42.1935,0.3441
83827NL,51.0721,5.8418
100592806,37.373,-5.8921
100592825,42.6225,-1.8731
80580A,49.2288,1.1676
100575985,43.3081,-2.951
84688,51.7341,7.613
100559704,40.2738,-2.9683
91199_10CL,52.0224,8.5349
100592751,40.8842,-1.3435
100587761,40.3868,-3.9785
100525180,43.3502,-8.3794
100592860,41.7513,-2.5442
100592730,43.0117,-7.5572
85859_01KO,45.543,13.758
100589840,45.701,0.3514
90555,49.3538,14.7061
100552744,43.1631,-2.6328
89457,41.8239,-8.4316
100592865,41.0656,-5.4659
100576987,28.4976,-13.8776
200105496,40.468,0.4747
100592850,38.3473,-0.769
12987,51.0323,17.3031
88175_01BE,45.2645,4.113
89466_03NE,47.8286,13.0021
100592895,38.3473,-0.769
100592556,43.7325,-7.6734
100573362,41.6259,2.361
20794B,42.3398,-3.7618
100569847,36.7744,-2.8141
11470A,42.3581,-3.6387
89867_08MO,45.8802,4.8713
92890_08CA,38.6048,-0.6721
100592801,38.3724,-0.5763
12640_03LP,41.645,-0.7638
100587948,41.8381,12.6548
100592794,38.1902,-1.1041
100549675,45.2847,9.8597
100540250,41.6231,-4.7057
13767_02MO,41.5629,2.2605
91513CHE,48.9224,1.4424
91199_25SC,52.0224,8.5349
100590818,37.576,-7.9771
100592904,40.3689,-1.145
100515915,41.907,3.1468
100536331,27.9249,-15.573
13839_01VI,44.3563,7.7834
13767_01OL,40.8811,-8.4722
70052A,42.6654,-2.9541
100542530,44.9099,-0.5322
100592745,37.7025,-1.7129
12253_01PA,42.8306,-1.7011
100592925,41.8242,-4.5841
87146,54.0341,-1.4619
100592872,52.7574,6.918
100592918,43.1599,-6.1002
100592941,38.3473,-0.769
100578254,28.0892,-15.4642
100569286,41.471,1.9604
100592919,37.4727,-5.9262
100583869,28.1596,-15.4135
100574820,51.0438,3.5917
13550,61.2766,24.0238
100533131,43.3053,-2.906
100552769,38.3631,-0.9992
100587942,41.7609,-3.6889
100584737,33.6331,-7.4251
100552723,41.8713,-5.713
13009,44.2648,23.9004
100571755,38.3516,-0.6105
20005EM,40.4918,-3.3464
13371,52.1507,7.324
100592951,37.6838,-1.6997
87107_02LY,45.7217,4.8457
100519686,41.6368,-4.7255
91311PT,41.1993,-8.6577
100592888,42.2036,2.2844
100592695,40.1217,-3.7836
83913FB,43.323,5.4925
12564_05AL,38.6926,-0.4892
100592938,37.1961,-5.5694
100001203,41.4685,2.0263
100582546,43.5601,-5.7063
100592914,42.6211,-2.8475
100592156,28.1543,-15.4201
100592920,37.5705,-0.9258
90537F06,43.6463,6.9526
11262,42.2947,-7.813
100564258,45.7927,3.1061
100591382,43.4213,-5.8144
100572776,50.4816,3.8978
87100,47.5196,6.8628
100592982,37.5897,-5.2099
100547973,39.1424,-6.8137
100580936,40.1499,-2.1374
83827,53.2779,9.724
89676PIN,45.5552,0.6154
100592770,41.3199,-8.3023
100538006,37.6245,-0.9592
100540047,38.3589,-6.4743
91620,54.8274,-3.1625
10411GEC,40.2901,-4.0082
100586010,42.5494,-6.5879
100576895,43.6644,-7.3583
100576258,28.3106,-16.4126
90474_01FI,48.6573,9.2298
13769,48.2507,6.9608
100589960,41.2062,-8.6132
100592855,40.9299,-5.788
100592862,53.6462,-2.6107
100593030,42.6228,-2.8488
82989,43.2766,13.7276
100501195,44.4434,7.5763
13837,52.3683,6.4661
91218_13LY,57.7623,12.9753
100580300,28.2381,-14.0214
100592943,28.4376,-13.8724
12035_00TE,51.0543,3.7174
100593065,42.213,-4.4407
89676CL,46.0305,5.4988
89197,52.132,4.6173
100592942,37.8532,-0.8168
100562215,46.7341,-1.43
10029_01TE,41.5271,2.0334
12118,41.5175,1.9018
13146_00BR,51.4068,8.598
100593076,40.4705,0.4738
100593051,41.6251,-3.8822
100533001,28.6649,-17.7679
83913K,47.5063,0.1112
13527_01RO,51.8973,4.4496
100576566,41.9672,2.7768
100593053,42.3549,-3.6231
100593045,39.7524,-0.2229
82321,48.3282,8.4603
89440_01MO,45.7335,8.7393
88170,48.5861,6.525
100588812,38.5245,-7.9479
91212,45.4158,13.6599
90155A,53.7251,9.9928
11470_00BU,42.2949,-3.6976
100592084,38.5203,-0.9092
100519442,43.5515,-5.7102
100593064,40.7959,-0.2134
100593028,41.9754,-5.6211
92357_00DU,51.188,6.8174
82965TN,39.4605,-8.5422
100575031,41.3168,1.2689
100565257,38.3388,-0.5702
100575842,28.08,-15.4159
30109_03MA,38.6125,-0.5885
100588160,49.7838,17.1215
100588735,40.5435,-3.5678
100548524,39.0344,-5.7102
100516604,40.5271,-3.6546
200107471,28.1223,-16.5769
13859,52.1913,5.9411
81662_SA,48.904,11.9206
100592880,42.4627,-2.445
88720_01BU,47.4526,7.7487
90201_03DE,50.4813,-3.5466
12447,37.8996,-4.7153
91358_13ST,48.3678,16.379
13603_00KI,52.3681,-2.2614
91199_27NU,52.0224,8.5349
25124665-RUTA1-20,41.3664,2.1646
100593131,37.8686,-0.7634
100593125,41.168,1.1257
100593155,39.0053,-0.5643
100593024,40.4705,0.4738
100593136,28.6035,-13.944
20365K,41.5203,1.8924
13471,39.1165,-2.0012
100593180,40.1699,-3.6345
100592814,42.7305,-1.6349
100533202,28.1551,-15.4156
12347E08,41.4829,1.9869
92558_00MI,40.4288,-8.7381
91774_01LE,45.7395,12.4755
100593197,36.6874,-5.755
100593164,40.7544,-4.4206
16,41.1658,1.1828
100516544,40.9472,-5.6565
81686,41.1262,-8.5327
100593163,40.4176,-6.5396
100593015,42.9146,-8.0136
100593222,42.7622,-8.0197
100591955,38.7119,-0.985
100593040,39.4651,-0.4623
100550529,45.2415,5.6775
100591319,28.4754,-16.4164
92461_09HU,52.3203,6.6573
100587946,45.3796,11.2839
100569220,38.2983,-0.5786
91698,44.4918,26.0488
13872,41.6524,13.2482
CMA01205,35.6577,-5.665
13196,45.5254,4.9239
13689_01SC,52.0091,11.7583
100593253,41.0966,-4.649
100552744,43.3825,-2.7976
25129396-RUTA1-20,41.3664,2.1646
100500456,40.3869,-3.4824
100564194,43.3136,-3.0109
100593252,40.2738,-2.9683
91045_01HU,53.0061,-1.7124
100593262,40.634,-3.2788
100593272,43.2008,0.171
13119,45.2517,4.2587
100593285,37.9259,-4.5541
100593228,40.7326,-4.4733
89306,40.9664,-8.6141
100593290,43.5944,-5.9378
10287_00MO,41.392,1.1478
30125B,38.0989,-1.2326
